Nom,Cores,Potència,Caché
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 4650GE"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 4650G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4600GE (OEM Only)"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4600G"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 4500"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3600XT"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.5 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""32 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3500 Processor (OEM Only)"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 2600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2600E"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 1600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 1600X"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 1600 (AF)"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 1600"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-6350 with Wraith cooler"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-6350"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-6300"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-6200"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX 6100"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 1075T"","
,,,"# of CPU Cores: ""6"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 8300GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 8300G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 8300G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.9 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 7335U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7520U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7520C"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 7440U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 7335U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 7330U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 7320U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 7320C"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 7235HS"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5425U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5425C"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5400U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 4450U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 4300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3780U Microsoft Surface® Edition"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3750H"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3700U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 3700C"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3580U Microsoft Surface® Edition"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3550H"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3500U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3500C"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3450U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3350U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 2700U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 2500U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 2300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 2800H"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 2700U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2600H"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2500U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 2300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A12-9800E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A12-9800 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A12-8870E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A12-8870 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A12-9830B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A12-9800B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A12-8830B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A12-8800B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7890K with Radeon™ R7 Graphics and Wraith cooler"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A10-9700 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8850B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8770E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8770 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8750B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A10-9700B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8730B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A10-8700B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A8-9600 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A8-8650B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8 PRO-7600B with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A8-9630B"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A8-9600B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A8-8600B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8 PRO-7150B with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4 PRO-3350B with Radeon™ R4 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4 PRO-3340B with Radeon™ HD 8240 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD Athlon™ X4 970"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD Athlon™ X4 950"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD Athlon™ X4 940"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""880K with Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""870K with Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""860K with Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 860K"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""845 with Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 760K"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 750K"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 750"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 740"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 631"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 620e"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 8440U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.7 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 7330U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 5475U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 5450U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 5350GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 5350G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 5500H"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5300GE (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5300G (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 4355GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 4355G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 4350GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 4350G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 4300GE (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 4300G (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 4100"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 7 PRO 3700U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3500U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3400GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3400G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3350GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 3350G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 3300U"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 3200GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 3200G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3400GE (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 3400G with Radeon™ RX Vega 11 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3300X"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
